               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  27,            0.045049,            0.021376,                   0,             0.25048,             0.21687,             0.15529,            0.057311,            0.029699,            0.011825,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.045666,            0.020348,                   0,             0.28894,             0.27711,             0.22101,            0.087174,            0.026602,            0.010484,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.046882,            0.019625,                   0,             0.35597,             0.37349,             0.33326,             0.10133,            0.027385,            0.010255,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.034861,            0.018493,                   0,             0.54836,             0.57831,             0.51363,             0.17188,            0.025099,           0.0090694,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.044176,            0.019735,                   0,             0.70492,             0.56627,             0.61555,              0.1961,            0.024632,           0.0091069,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.045329,            0.020289,                   0,             0.67033,             0.58798,             0.57781,             0.20173,            0.024042,           0.0093081,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.039845,            0.020666,                   0,             0.63067,             0.63855,              0.5993,              0.2249,            0.023768,           0.0092613,                   0,            0.008944,            0.008944,            0.008944
                  34,            0.048465,            0.019428,                   0,             0.62727,             0.61446,             0.62914,             0.22661,            0.024325,            0.008933,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.041385,            0.019546,                   0,             0.75672,             0.61446,             0.62611,             0.26451,            0.021237,           0.0084201,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.036642,            0.018919,                   0,             0.72053,             0.59019,             0.66064,              0.2492,            0.022643,            0.009128,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.041559,            0.020154,                   0,             0.69954,             0.61715,             0.64282,             0.22045,            0.022059,           0.0097225,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.043686,            0.019784,                   0,             0.68688,             0.59036,             0.57964,             0.19682,            0.024334,            0.009057,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.043531,            0.018573,                   0,              0.5769,             0.56627,             0.55128,             0.17417,            0.026795,           0.0090397,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.043772,            0.019101,                   0,             0.55067,             0.48193,             0.49635,             0.16655,            0.029511,           0.0081608,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.040045,            0.018041,                   0,              0.6597,             0.62651,             0.66966,              0.2545,            0.025101,           0.0084845,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.045485,            0.018872,                   0,             0.76727,             0.60241,             0.71209,             0.27496,            0.022824,           0.0078186,                   0,            0.008647,            0.008647,            0.008647
                  43,             0.04263,            0.018744,                   0,             0.79864,             0.62126,             0.72602,             0.31624,            0.020064,           0.0072356,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.036813,            0.017263,                   0,              0.7744,             0.61446,             0.70089,             0.28115,            0.019756,           0.0079036,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.045003,            0.019192,                   0,             0.72584,              0.6747,             0.67112,              0.2916,             0.02026,           0.0089693,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.041499,            0.019201,                   0,             0.69639,             0.60802,             0.66507,             0.27056,            0.020488,           0.0095183,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.038204,            0.018965,                   0,             0.74536,             0.61446,             0.67865,             0.26492,            0.019319,           0.0088343,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.043665,             0.01929,                   0,             0.81746,             0.62651,             0.70638,             0.28178,            0.019382,           0.0089185,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.044643,            0.018605,                   0,              0.7404,             0.66265,             0.72507,              0.2919,            0.020253,           0.0086095,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.039777,            0.018993,                   0,             0.78672,              0.6988,             0.73702,             0.29544,            0.021513,           0.0085325,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.040458,            0.018959,                   0,             0.69883,             0.72289,              0.6708,             0.27164,             0.02008,           0.0084056,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.038144,            0.018405,                   0,             0.67587,             0.60295,             0.64602,             0.25147,            0.020791,           0.0081807,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.035925,            0.019113,                   0,             0.65187,             0.62651,             0.64577,             0.22938,            0.020727,           0.0086128,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.040296,            0.018309,                   0,             0.70114,             0.63855,             0.64767,              0.2553,            0.019671,            0.008616,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.038183,            0.018235,                   0,             0.70438,              0.6316,             0.59328,             0.23886,            0.019513,           0.0083415,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.034907,            0.019093,                   0,             0.73062,              0.6747,             0.65912,             0.26376,            0.019021,            0.008674,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.038028,            0.018346,                   0,             0.68048,              0.6747,             0.62287,             0.21978,            0.020794,           0.0093057,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.036391,            0.017786,                   0,             0.71274,             0.62778,              0.6485,             0.24036,             0.01979,           0.0088202,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.038124,            0.017227,                   0,             0.72015,             0.63855,              0.7047,             0.25899,             0.02119,           0.0093115,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.037626,            0.018429,                   0,             0.62215,             0.66265,              0.6721,             0.28004,            0.020606,           0.0092726,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.038514,            0.017836,                   0,             0.67116,              0.6747,             0.65332,             0.27376,            0.020906,           0.0092323,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.045375,              0.0184,                   0,             0.72539,             0.57831,             0.63429,             0.27259,            0.021517,           0.0094114,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.040224,            0.017995,                   0,              0.6993,             0.61644,             0.62302,             0.27444,            0.022476,            0.008374,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.035134,            0.017293,                   0,             0.80555,             0.69877,             0.73835,             0.28497,            0.022151,           0.0085845,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.039779,            0.019098,                   0,              0.7663,             0.74699,             0.74787,             0.26447,            0.022265,           0.0089568,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.040236,            0.017578,                   0,             0.73279,             0.69389,             0.71309,             0.26917,            0.022034,           0.0085036,                   0,            0.007855,            0.007855,            0.007855
                  67,             0.04057,            0.018932,                   0,             0.76174,             0.62651,             0.68514,             0.27407,            0.021777,           0.0082887,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.038609,             0.01785,                   0,             0.77931,             0.66265,             0.73572,             0.28887,            0.020558,           0.0086655,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.040835,              0.0193,                   0,             0.71391,              0.6506,             0.67342,             0.28886,            0.021046,           0.0086202,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.036664,            0.018432,                   0,             0.75228,             0.65861,             0.66303,             0.26738,             0.02248,           0.0080734,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.035237,            0.019299,                   0,             0.73679,             0.60712,             0.65625,             0.30602,            0.020847,           0.0075315,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.036164,            0.017588,                   0,             0.66507,             0.66265,             0.72172,             0.30476,            0.021367,           0.0078908,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.037539,            0.018151,                   0,             0.71192,              0.7146,             0.74756,             0.30935,            0.022548,           0.0080703,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.037122,            0.016079,                   0,             0.69366,             0.71084,              0.7132,             0.28766,             0.02152,           0.0088625,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.031595,            0.017319,                   0,             0.70195,             0.63855,             0.66977,             0.28507,             0.02066,           0.0090262,                   0,            0.007558,            0.007558,            0.007558
                  76,             0.03035,            0.015788,                   0,             0.69966,             0.67361,             0.71099,             0.29582,            0.021061,           0.0083819,                   0,            0.007525,            0.007525,            0.007525
                  77,             0.03465,            0.016661,                   0,             0.70836,             0.70235,             0.71259,             0.28635,            0.021302,           0.0079325,                   0,            0.007492,            0.007492,            0.007492
                  78,             0.03775,             0.01805,                   0,             0.73984,             0.71954,              0.6959,             0.29549,             0.02112,           0.0074117,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.033497,            0.018426,                   0,             0.69344,             0.59961,             0.61005,             0.25855,             0.02016,            0.008097,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.033413,            0.017766,                   0,             0.71115,              0.5933,             0.62274,             0.25311,            0.019045,           0.0079956,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.040105,            0.018004,                   0,             0.72718,              0.6747,             0.63313,             0.24147,            0.022381,           0.0083002,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.036664,            0.018599,                   0,              0.7588,             0.64438,             0.63227,             0.23361,            0.022293,           0.0084201,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.035364,            0.017357,                   0,             0.68665,             0.66007,             0.57638,             0.24023,            0.021194,           0.0083505,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.032958,            0.017666,                   0,             0.73651,             0.63988,             0.61548,             0.23846,            0.021859,           0.0080024,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.038409,            0.017036,                   0,             0.75772,             0.67828,              0.6987,             0.26059,            0.019816,           0.0078236,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.033393,            0.016582,                   0,             0.73145,             0.72195,             0.69555,             0.27177,            0.020113,            0.008237,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.034758,            0.017231,                   0,             0.69707,             0.74857,             0.65949,             0.26965,            0.021394,           0.0084354,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.036356,            0.016522,                   0,              0.6912,             0.64726,              0.6476,             0.27655,            0.022067,           0.0084715,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.035984,            0.017985,                   0,             0.71752,             0.73449,             0.68254,             0.27807,            0.021286,            0.008864,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.038499,            0.017415,                   0,             0.64292,             0.69418,             0.68243,             0.29749,            0.021212,           0.0086038,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.039017,            0.018392,                   0,             0.75331,             0.61446,             0.69442,             0.31194,            0.019882,           0.0085076,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.030646,            0.017833,                   0,             0.74086,             0.65447,             0.69057,             0.29031,            0.020509,           0.0085463,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.037454,            0.018383,                   0,             0.79643,             0.65996,              0.6841,             0.28222,            0.019712,           0.0085627,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.035599,            0.018174,                   0,             0.78803,              0.7167,             0.74144,             0.29694,            0.019506,           0.0077891,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.039383,            0.016767,                   0,              0.7218,             0.73494,             0.71478,             0.29004,            0.020268,           0.0074764,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.033006,            0.016926,                   0,             0.75515,             0.70605,             0.69537,             0.29442,            0.019952,           0.0074643,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.034991,             0.01764,                   0,             0.81028,              0.6988,             0.74968,             0.30381,            0.019552,           0.0081246,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.031687,            0.017246,                   0,             0.87427,              0.6988,             0.74742,             0.29443,            0.020128,           0.0087447,                   0,            0.006799,            0.006799,            0.006799
                  99,             0.03061,            0.017523,                   0,             0.76227,             0.73403,             0.71529,               0.288,            0.020199,            0.008556,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.037342,            0.016574,                   0,             0.76529,             0.70716,             0.73257,             0.26943,            0.020971,            0.008696,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.030756,            0.016931,                   0,             0.74988,              0.6863,             0.70245,              0.2763,            0.021366,            0.009284,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.035987,            0.017484,                   0,             0.76397,              0.6988,             0.71384,             0.30034,            0.020551,           0.0089325,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.030647,            0.016897,                   0,             0.79585,              0.6988,             0.71196,             0.28335,             0.02216,           0.0087164,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.035957,            0.017103,                   0,             0.78199,             0.68675,             0.70383,             0.27229,            0.020483,            0.009493,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.033228,            0.016491,                   0,             0.76979,             0.72518,             0.71781,             0.30472,             0.02039,           0.0091032,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.041368,             0.01779,                   0,             0.79611,             0.73494,             0.75716,             0.30854,            0.021204,           0.0084283,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.036082,            0.016902,                   0,             0.81234,              0.7302,             0.78366,             0.34275,             0.02094,           0.0082596,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.032469,            0.016539,                   0,             0.78368,             0.74699,             0.77425,             0.34259,            0.020989,           0.0087431,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.033101,            0.018268,                   0,             0.77548,             0.72289,             0.75787,             0.30273,            0.022288,            0.008417,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.030606,            0.016654,                   0,              0.7452,             0.74699,             0.75266,              0.3075,            0.021829,            0.008419,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.032146,            0.017967,                   0,             0.78729,             0.68675,             0.76535,             0.29535,            0.020676,           0.0087703,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.035064,            0.017349,                   0,             0.80059,             0.68675,              0.7719,             0.31244,            0.021168,           0.0086738,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.035473,            0.016688,                   0,             0.83946,             0.74699,             0.79402,             0.33581,             0.01927,           0.0090922,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.034948,            0.016888,                   0,              0.8183,             0.71084,             0.76675,             0.34832,            0.018989,           0.0092297,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.032977,            0.016056,                   0,             0.80558,             0.68675,             0.68583,             0.29079,            0.019987,            0.009436,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.034692,            0.017192,                   0,             0.73593,             0.70515,             0.70208,             0.27481,             0.02053,           0.0090596,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.038021,            0.016386,                   0,             0.73139,             0.66265,             0.61474,             0.24854,            0.025344,           0.0095976,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.037474,            0.017398,                   0,             0.67923,             0.61446,             0.59499,             0.22806,             0.02564,           0.0096579,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.034302,            0.016698,                   0,             0.65868,              0.6506,             0.64134,             0.27756,            0.022264,           0.0090173,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.028015,            0.017124,                   0,             0.76685,             0.72289,             0.70623,             0.29967,            0.020703,            0.008449,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.033944,             0.01599,                   0,             0.74273,             0.76527,             0.72276,             0.29019,            0.022167,            0.007907,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.032077,            0.016509,                   0,              0.7112,             0.73494,             0.70881,             0.27926,            0.020664,           0.0080894,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.034049,            0.016935,                   0,             0.71334,             0.71084,             0.66071,             0.27791,            0.021232,           0.0086414,                   0,            0.005974,            0.005974,            0.005974
                 124,             0.03365,             0.01743,                   0,             0.77702,              0.6718,             0.68074,             0.28217,            0.021819,           0.0083905,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.032112,            0.017491,                   0,             0.71348,             0.73494,             0.69602,             0.30765,            0.022571,           0.0086744,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.034832,             0.01718,                   0,             0.76992,             0.72289,             0.68133,             0.28909,            0.022594,           0.0085868,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.033199,            0.016817,                   0,             0.73898,             0.75904,             0.68948,             0.28045,            0.021488,           0.0084192,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.029351,            0.016796,                   0,             0.77572,              0.6988,             0.70013,              0.2999,            0.021202,            0.008144,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.034764,             0.01779,                   0,             0.83046,             0.70822,             0.72314,             0.28378,            0.020625,           0.0089006,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.031844,            0.017218,                   0,             0.79472,             0.69968,             0.68852,             0.28447,             0.02093,           0.0088194,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.036676,            0.017878,                   0,             0.70751,              0.6988,             0.63617,             0.25505,            0.023442,           0.0087086,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.036037,            0.016614,                   0,              0.7864,              0.6988,             0.65169,             0.27528,            0.023146,           0.0083262,                   0,            0.005677,            0.005677,            0.005677
                 133,             0.03685,            0.017254,                   0,             0.77559,              0.6988,             0.65945,             0.26484,            0.021854,           0.0086607,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.032702,            0.017898,                   0,             0.76041,             0.72655,             0.67637,             0.26871,            0.021425,           0.0091722,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.034849,            0.017093,                   0,             0.78451,             0.70182,             0.65636,             0.29181,            0.020224,           0.0087558,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.033296,            0.016143,                   0,             0.84137,              0.6988,             0.73624,              0.3049,            0.019842,           0.0091726,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.037098,            0.016408,                   0,             0.76839,              0.6988,             0.70708,             0.27297,            0.018997,           0.0095072,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.035015,            0.017156,                   0,             0.80855,             0.71237,             0.71781,             0.30077,            0.019292,           0.0083374,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.035055,            0.016353,                   0,             0.73348,             0.72289,             0.68305,             0.29095,            0.020133,           0.0072389,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.032302,            0.017478,                   0,             0.82178,             0.72289,             0.72589,             0.29676,             0.02112,           0.0073232,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.032019,            0.017168,                   0,             0.83418,             0.72734,             0.73018,             0.28079,            0.021162,           0.0072913,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.032263,            0.017214,                   0,             0.83716,             0.74333,             0.76953,             0.28157,            0.021019,           0.0073721,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.036336,            0.017282,                   0,             0.82596,             0.78313,             0.71702,             0.25635,             0.02105,           0.0083352,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.031278,            0.016389,                   0,             0.75808,             0.71738,             0.69574,             0.26561,            0.019595,           0.0083394,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.030824,            0.016347,                   0,             0.80684,             0.70459,             0.71746,             0.27983,            0.020083,           0.0085452,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.029658,             0.01686,                   0,             0.82067,             0.73494,             0.73598,             0.28933,            0.019888,           0.0089989,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.032241,            0.017457,                   0,             0.75633,             0.71053,             0.72077,             0.29076,            0.019222,            0.009691,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.037548,            0.017067,                   0,             0.72546,             0.73228,             0.70725,             0.27705,            0.020628,           0.0094667,                   0,            0.005149,            0.005149,            0.005149
                 149,             0.03243,            0.016778,                   0,             0.75588,             0.67154,             0.70313,             0.27908,            0.020609,            0.009531,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.029769,            0.015695,                   0,             0.77136,             0.69101,             0.72349,             0.28181,            0.020554,            0.009243,                   0,            0.005083,            0.005083,            0.005083
                 151,             0.03219,             0.01566,                   0,             0.80624,             0.71084,             0.75121,             0.30638,            0.020686,           0.0089184,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.031068,            0.016273,                   0,             0.76953,             0.73494,             0.75882,             0.29708,            0.020548,           0.0088647,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.031366,            0.015153,                   0,             0.77523,              0.6747,             0.69025,             0.28372,            0.020085,           0.0091106,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.030329,            0.015884,                   0,              0.7676,              0.6747,             0.67505,             0.26352,            0.021413,           0.0088392,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.031127,            0.017217,                   0,             0.78115,             0.73494,             0.71681,             0.26966,            0.022737,           0.0084496,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.031559,            0.016309,                   0,             0.77106,             0.72289,             0.67875,             0.26997,            0.022066,           0.0087415,                   0,            0.004885,            0.004885,            0.004885
                 157,             0.03345,            0.015255,                   0,             0.85517,             0.73494,             0.73822,             0.29353,            0.021545,           0.0092633,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.031813,            0.016182,                   0,             0.76471,             0.71084,             0.69359,             0.28855,            0.020979,           0.0092003,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.034008,            0.016451,                   0,             0.70532,             0.66265,             0.60952,             0.22841,            0.021352,           0.0088391,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.030448,            0.016236,                   0,             0.70955,             0.66265,             0.59232,             0.23391,            0.021637,           0.0085636,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.029804,            0.016526,                   0,             0.75892,              0.6747,             0.64839,             0.26135,            0.020648,           0.0088769,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.025511,            0.015565,                   0,             0.72054,             0.72289,             0.67567,             0.27093,            0.019476,           0.0092778,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.033068,            0.016341,                   0,             0.76421,             0.72289,             0.69278,             0.27838,            0.019809,           0.0090409,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.026341,            0.016231,                   0,             0.78071,             0.74699,              0.7535,             0.28609,            0.020082,           0.0087793,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.029316,            0.015608,                   0,             0.71705,             0.73281,             0.68024,             0.24854,            0.020992,           0.0087776,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.034705,            0.016547,                   0,             0.76452,              0.6988,             0.67395,             0.25153,            0.021072,           0.0092303,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.034802,             0.01692,                   0,             0.81209,             0.68675,             0.74689,             0.29196,            0.021927,            0.009098,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.029356,            0.015382,                   0,              0.7201,             0.74699,             0.76161,             0.29841,            0.022674,            0.008562,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.030659,             0.01467,                   0,             0.85062,             0.68606,             0.77036,             0.32172,             0.02139,           0.0087035,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.029683,            0.015897,                   0,             0.81884,             0.70797,              0.7408,             0.31372,            0.021219,           0.0094205,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.030615,            0.016052,                   0,             0.78341,             0.68675,             0.70135,             0.29493,            0.021777,            0.010098,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.027259,            0.016825,                   0,             0.81822,              0.6747,             0.70601,             0.29812,            0.022556,           0.0091429,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.032121,             0.01588,                   0,             0.82009,             0.71401,             0.71589,             0.30826,            0.022251,           0.0086223,                   0,            0.004324,            0.004324,            0.004324
